RefOGs	num_species	num_genes	num_genes_per_species	avg_tree_length	min_length	max_length	mean_length	median_length	invariable_sites_proportion	gamma_shape	total_tree_length	Orthogroups
RefOG021	10	125	12.5	0.2422	72	4061	454	102	0.0000	3.3163	60.0545	Gallus_gallus.ENSGALP00000047847, Gallus_gallus.ENSGALP00000024131, Homo_sapiens.ENSP00000357791, Rattus_norvegicus.ENSRNOP00000015351, Monodelphis_domestica.ENSMODP00000023838, Canis_familiaris.ENSCAFP00000019157, Monodelphis_domestica.ENSMODP00000034118, Canis_familiaris.ENSCAFP00000019123, Monodelphis_domestica.ENSMODP00000023841, Pan_troglodytes.ENSPTRP00000087944, Homo_sapiens.ENSP00000357687, Pan_troglodytes.ENSPTRP00000002223, Mus_musculus.ENSMUSP00000001046, Danio_rerio.ENSDARP00000020595, Mus_musculus.ENSMUSP00000022186, Tetraodon_nigroviridis.ENSTNIP00000009888, Pan_troglodytes.ENSPTRP00000075839, Homo_sapiens.ENSP00000373370, Gallus_gallus.ENSGALP00000052989, Pan_troglodytes.ENSPTRP00000002271, Rattus_norvegicus.ENSRNOP00000015712, Rattus_norvegicus.ENSRNOP00000001672, Pan_troglodytes.ENSPTRP00000080971, Danio_rerio.ENSDARP00000121650, Tetraodon_nigroviridis.ENSTNIP00000020701, Canis_familiaris.ENSCAFP00000046808, Monodelphis_domestica.ENSMODP00000023607, Monodelphis_domestica.ENSMODP00000003527, Canis_familiaris.ENSCAFP00000055426, Rattus_norvegicus.ENSRNOP00000001743, Danio_rerio.ENSDARP00000115567, Monodelphis_domestica.ENSMODP00000024649, Rattus_norvegicus.ENSRNOP00000016499, Homo_sapiens.ENSP00000271638, Canis_familiaris.ENSCAFP00000018025, Danio_rerio.ENSDARP00000131329, Mus_musculus.ENSMUSP00000102921, Pan_troglodytes.ENSPTRP00000048303, Homo_sapiens.ENSP00000357721, Homo_sapiens.ENSP00000357726, Rattus_norvegicus.ENSRNOP00000017000, Pan_troglodytes.ENSPTRP00000092937, Rattus_norvegicus.ENSRNOP00000025249, Gallus_gallus.ENSGALP00000022671, Rattus_norvegicus.ENSRNOP00000072004, Pan_troglodytes.ENSPTRP00000072607, Canis_familiaris.ENSCAFP00000040984, Rattus_norvegicus.ENSRNOP00000041760, Mus_musculus.ENSMUSP00000029516, Mus_musculus.ENSMUSP00000091288, Mus_musculus.ENSMUSP00000047968, Monodelphis_domestica.ENSMODP00000021721, Mus_musculus.ENSMUSP00000001051, Gallus_gallus.ENSGALP00000041244, Tetraodon_nigroviridis.ENSTNIP00000016476, Pan_troglodytes.ENSPTRP00000002273, Canis_familiaris.ENSCAFP00000025867, Mus_musculus.ENSMUSP00000069525, Tetraodon_nigroviridis.ENSTNIP00000021492, Canis_familiaris.ENSCAFP00000021149, Rattus_norvegicus.ENSRNOP00000015612, Rattus_norvegicus.ENSRNOP00000067058, Danio_rerio.ENSDARP00000156462, Mus_musculus.ENSMUSP00000142003, Pan_troglodytes.ENSPTRP00000087426, Gallus_gallus.ENSGALP00000027831, Mus_musculus.ENSMUSP00000058237, Pan_troglodytes.ENSPTRP00000002279, Monodelphis_domestica.ENSMODP00000021678, Gallus_gallus.ENSGALP00000041652, Pan_troglodytes.ENSPTRP00000002233, Gallus_gallus.ENSGALP00000043598, Homo_sapiens.ENSP00000357727, Mus_musculus.ENSMUSP00000029515, Canis_familiaris.ENSCAFP00000019025, Homo_sapiens.ENSP00000473589, Rattus_norvegicus.ENSRNOP00000074485, Mus_musculus.ENSMUSP00000096510, Gallus_gallus.ENSGALP00000033025, Pan_troglodytes.ENSPTRP00000002278, Homo_sapiens.ENSP00000357704, Monodelphis_domestica.ENSMODP00000057190, Pan_troglodytes.ENSPTRP00000002272, Rattus_norvegicus.ENSRNOP00000011762, Danio_rerio.ENSDARP00000123790, Gallus_gallus.ENSGALP00000043597, Pan_troglodytes.ENSPTRP00000027366, Monodelphis_domestica.ENSMODP00000038524, Canis_familiaris.ENSCAFP00000025859, Tetraodon_nigroviridis.ENSTNIP00000020706, Pan_troglodytes.ENSPTRP00000092800, Mus_musculus.ENSMUSP00000102952, Tetraodon_nigroviridis.ENSTNIP00000023017, Canis_familiaris.ENSCAFP00000042882, Gallus_gallus.ENSGALP00000041430, Homo_sapiens.ENSP00000271835, Rattus_norvegicus.ENSRNOP00000013393, Mus_musculus.ENSMUSP00000070842, Monodelphis_domestica.ENSMODP00000021730, Drosophila_melanogaster.FBpp0309618, Homo_sapiens.ENSP00000426768, Tetraodon_nigroviridis.ENSTNIP00000021491, Danio_rerio.ENSDARP00000120686, Homo_sapiens.ENSP00000357707, Pan_troglodytes.ENSPTRP00000002232, Monodelphis_domestica.ENSMODP00000043447, Rattus_norvegicus.ENSRNOP00000024202, Rattus_norvegicus.ENSRNOP00000015958, Pan_troglodytes.ENSPTRP00000002268, Danio_rerio.ENSDARP00000056560, Danio_rerio.ENSDARP00000074756, Homo_sapiens.ENSP00000357789, Pan_troglodytes.ENSPTRP00000051765, Tetraodon_nigroviridis.ENSTNIP00000006034, Monodelphis_domestica.ENSMODP00000023726, Pan_troglodytes.ENSPTRP00000093848, Canis_familiaris.ENSCAFP00000038503, Homo_sapiens.ENSP00000317895, Pan_troglodytes.ENSPTRP00000002282, Tetraodon_nigroviridis.ENSTNIP00000020700, Danio_rerio.ENSDARP00000124401, Homo_sapiens.ENSP00000296370, Danio_rerio.ENSDARP00000072444, Mus_musculus.ENSMUSP00000044998, Mus_musculus.ENSMUSP00000096482
RefOG023	10	69	6.9	0.2217	299	7425	2914	2812	0.0182	2.5366	30.1492	Canis_familiaris.ENSCAFP00000056775, Canis_familiaris.ENSCAFP00000014576, Homo_sapiens.ENSP00000406861, Canis_familiaris.ENSCAFP00000014293, Gallus_gallus.ENSGALP00000058491, Rattus_norvegicus.ENSRNOP00000064975, Monodelphis_domestica.ENSMODP00000025620, Canis_familiaris.ENSCAFP00000059042, Pan_troglodytes.ENSPTRP00000007801, Rattus_norvegicus.ENSRNOP00000072558, Danio_rerio.ENSDARP00000135368, Pan_troglodytes.ENSPTRP00000055657, Canis_familiaris.ENSCAFP00000053390, Homo_sapiens.ENSP00000436812, Pan_troglodytes.ENSPTRP00000074125, Homo_sapiens.ENSP00000490759, Gallus_gallus.ENSGALP00000036463, Mus_musculus.ENSMUSP00000158627, Homo_sapiens.ENSP00000261405, Monodelphis_domestica.ENSMODP00000008408, Canis_familiaris.ENSCAFP00000046095, Canis_familiaris.ENSCAFP00000014623, Canis_familiaris.ENSCAFP00000014573, Mus_musculus.ENSMUSP00000122353, Tetraodon_nigroviridis.ENSTNIP00000013402, Monodelphis_domestica.ENSMODP00000050980, Canis_familiaris.ENSCAFP00000042190, Mus_musculus.ENSMUSP00000128276, Pan_troglodytes.ENSPTRP00000008931, Tetraodon_nigroviridis.ENSTNIP00000022420, Rattus_norvegicus.ENSRNOP00000070320, Tetraodon_nigroviridis.ENSTNIP00000006580, Tetraodon_nigroviridis.ENSTNIP00000022424, Danio_rerio.ENSDARP00000154963, Mus_musculus.ENSMUSP00000130949, Ciona_intestinalis.ENSCINP00000014936, Danio_rerio.ENSDARP00000087236, Danio_rerio.ENSDARP00000101847, Danio_rerio.ENSDARP00000129204, Homo_sapiens.ENSP00000486295, Rattus_norvegicus.ENSRNOP00000041552, Homo_sapiens.ENSP00000485659, Homo_sapiens.ENSP00000490794, Rattus_norvegicus.ENSRNOP00000072033, Homo_sapiens.ENSP00000494473, Homo_sapiens.ENSP00000382323, Homo_sapiens.ENSP00000447211, Gallus_gallus.ENSGALP00000050462, Rattus_norvegicus.ENSRNOP00000026643, Mus_musculus.ENSMUSP00000129467, Mus_musculus.ENSMUSP00000140483, Tetraodon_nigroviridis.ENSTNIP00000009471, Canis_familiaris.ENSCAFP00000013319, Danio_rerio.ENSDARP00000129173, Danio_rerio.ENSDARP00000127611, Danio_rerio.ENSDARP00000141193, Homo_sapiens.ENSP00000487059, Tetraodon_nigroviridis.ENSTNIP00000021977, Rattus_norvegicus.ENSRNOP00000062329, Danio_rerio.ENSDARP00000130459, Mus_musculus.ENSMUSP00000107873, Gallus_gallus.ENSGALP00000051785, Pan_troglodytes.ENSPTRP00000092487, Rattus_norvegicus.ENSRNOP00000036806, Gallus_gallus.ENSGALP00000010852, Gallus_gallus.ENSGALP00000017072, Danio_rerio.ENSDARP00000142662, Homo_sapiens.ENSP00000486476, Pan_troglodytes.ENSPTRP00000078890
RefOG003	10	50	5.0	0.1632	147	694	566	586	0.0298	1.6276	15.9960	Pan_troglodytes.ENSPTRP00000033631, Canis_familiaris.ENSCAFP00000044251, Tetraodon_nigroviridis.ENSTNIP00000020505, Rattus_norvegicus.ENSRNOP00000071182, Danio_rerio.ENSDARP00000012869, Homo_sapiens.ENSP00000397655, Gallus_gallus.ENSGALP00000017666, Mus_musculus.ENSMUSP00000155147, Tetraodon_nigroviridis.ENSTNIP00000002256, Canis_familiaris.ENSCAFP00000003986, Monodelphis_domestica.ENSMODP00000002800, Tetraodon_nigroviridis.ENSTNIP00000013317, Tetraodon_nigroviridis.ENSTNIP00000020643, Rattus_norvegicus.ENSRNOP00000057236, Monodelphis_domestica.ENSMODP00000028428, Danio_rerio.ENSDARP00000150851, Mus_musculus.ENSMUSP00000144900, Pan_troglodytes.ENSPTRP00000068816, Homo_sapiens.ENSP00000451575, Gallus_gallus.ENSGALP00000008868, Mus_musculus.ENSMUSP00000021617, Danio_rerio.ENSDARP00000127227, Pan_troglodytes.ENSPTRP00000081641, Monodelphis_domestica.ENSMODP00000044329, Danio_rerio.ENSDARP00000130867, Tetraodon_nigroviridis.ENSTNIP00000007468, Monodelphis_domestica.ENSMODP00000000114, Gallus_gallus.ENSGALP00000014312, Danio_rerio.ENSDARP00000146405, Canis_familiaris.ENSCAFP00000025970, Homo_sapiens.ENSP00000499751, Ciona_intestinalis.ENSCINP00000017539, Rattus_norvegicus.ENSRNOP00000070875, Danio_rerio.ENSDARP00000114637, Danio_rerio.ENSDARP00000142281, Canis_familiaris.ENSCAFP00000011747, Danio_rerio.ENSDARP00000117664, Danio_rerio.ENSDARP00000143738, Pan_troglodytes.ENSPTRP00000011370, Rattus_norvegicus.ENSRNOP00000060663, Tetraodon_nigroviridis.ENSTNIP00000021658, Danio_rerio.ENSDARP00000151401, Homo_sapiens.ENSP00000419199, Danio_rerio.ENSDARP00000151817, Mus_musculus.ENSMUSP00000087810, Rattus_norvegicus.ENSRNOP00000017995, Homo_sapiens.ENSP00000480388, Gallus_gallus.ENSGALP00000059321, Danio_rerio.ENSDARP00000148698, Mus_musculus.ENSMUSP00000031696
RefOG026	10	40	4.0	0.1337	382	978	804	809	0.0370	0.6362	10.4300	Tetraodon_nigroviridis.ENSTNIP00000022035, Canis_familiaris.ENSCAFP00000048068, Pan_troglodytes.ENSPTRP00000065828, Tetraodon_nigroviridis.ENSTNIP00000010448, Gallus_gallus.ENSGALP00000046610, Danio_rerio.ENSDARP00000013742, Monodelphis_domestica.ENSMODP00000010602, Homo_sapiens.ENSP00000292408, Rattus_norvegicus.ENSRNOP00000043459, Rattus_norvegicus.ENSRNOP00000059005, Tetraodon_nigroviridis.ENSTNIP00000002998, Pan_troglodytes.ENSPTRP00000005308, Canis_familiaris.ENSCAFP00000024307, Danio_rerio.ENSDARP00000127500, Mus_musculus.ENSMUSP00000110053, Danio_rerio.ENSDARP00000143805, Mus_musculus.ENSMUSP00000005452, Monodelphis_domestica.ENSMODP00000050992, Danio_rerio.ENSDARP00000124761, Homo_sapiens.ENSP00000339824, Rattus_norvegicus.ENSRNOP00000072062, Pan_troglodytes.ENSPTRP00000089151, Canis_familiaris.ENSCAFP00000061374, Monodelphis_domestica.ENSMODP00000043120, Gallus_gallus.ENSGALP00000025286, Pan_troglodytes.ENSPTRP00000030013, Danio_rerio.ENSDARP00000011898, Danio_rerio.ENSDARP00000069743, Mus_musculus.ENSMUSP00000136640, Gallus_gallus.ENSGALP00000001710, Rattus_norvegicus.ENSRNOP00000050988, Gallus_gallus.ENSGALP00000045192, Homo_sapiens.ENSP00000410294, Mus_musculus.ENSMUSP00000112430, Monodelphis_domestica.ENSMODP00000013335, Tetraodon_nigroviridis.ENSTNIP00000016596, Homo_sapiens.ENSP00000393312, Ciona_intestinalis.ENSCINP00000001598, Tetraodon_nigroviridis.ENSTNIP00000016409, Canis_familiaris.ENSCAFP00000009012
RefOG069	10	31	3.1	0.3332	100	356	155	154	0.0155	1.6464	19.9903	Gallus_gallus.ENSGALP00000073211, Gallus_gallus.ENSGALP00000071657, Monodelphis_domestica.ENSMODP00000036360, Rattus_norvegicus.ENSRNOP00000028031, Danio_rerio.ENSDARP00000114719, Danio_rerio.ENSDARP00000118835, Gallus_gallus.ENSGALP00000051792, Pan_troglodytes.ENSPTRP00000050875, Drosophila_melanogaster.FBpp0310724, Homo_sapiens.ENSP00000276571, Canis_familiaris.ENSCAFP00000007854, Monodelphis_domestica.ENSMODP00000046926, Rattus_norvegicus.ENSRNOP00000016953, Homo_sapiens.ENSP00000273610, Pan_troglodytes.ENSPTRP00000020205, Danio_rerio.ENSDARP00000019621, Rattus_norvegicus.ENSRNOP00000008037, Homo_sapiens.ENSP00000296099, Pan_troglodytes.ENSPTRP00000034753, Monodelphis_domestica.ENSMODP00000023062, Homo_sapiens.ENSP00000369798, Canis_familiaris.ENSCAFP00000031248, Tetraodon_nigroviridis.ENSTNIP00000000470, Mus_musculus.ENSMUSP00000061185, Monodelphis_domestica.ENSMODP00000028973, Mus_musculus.ENSMUSP00000060405, Gallus_gallus.ENSGALP00000050250, Mus_musculus.ENSMUSP00000035321, Tetraodon_nigroviridis.ENSTNIP00000018015, Canis_familiaris.ENSCAFP00000040748, Danio_rerio.ENSDARP00000107038
RefOG055	10	29	2.9	0.3107	85	589	194	182	0.0000	1.3414	17.4003	Pan_troglodytes.ENSPTRP00000072468, Danio_rerio.ENSDARP00000155722, Tetraodon_nigroviridis.ENSTNIP00000020024, Pan_troglodytes.ENSPTRP00000000839, Gallus_gallus.ENSGALP00000026830, Gallus_gallus.ENSGALP00000005221, Homo_sapiens.ENSP00000284486, Tetraodon_nigroviridis.ENSTNIP00000002688, Monodelphis_domestica.ENSMODP00000021797, Ciona_intestinalis.ENSCINP00000007466, Ciona_intestinalis.ENSCINP00000012544, Mus_musculus.ENSMUSP00000113962, Danio_rerio.ENSDARP00000155276, Canis_familiaris.ENSCAFP00000051664, Rattus_norvegicus.ENSRNOP00000015055, Homo_sapiens.ENSP00000496084, Canis_familiaris.ENSCAFP00000015672, Danio_rerio.ENSDARP00000144004, Danio_rerio.ENSDARP00000157436, Homo_sapiens.ENSP00000362684, Ciona_intestinalis.ENSCINP00000031842, Monodelphis_domestica.ENSMODP00000014981, Mus_musculus.ENSMUSP00000050531, Gallus_gallus.ENSGALP00000070158, Canis_familiaris.ENSCAFP00000011791, Danio_rerio.ENSDARP00000088226, Danio_rerio.ENSDARP00000141876, Rattus_norvegicus.ENSRNOP00000065808, Homo_sapiens.ENSP00000495051
RefOG017	10	29	2.9	0.1361	189	2066	1847	1881	0.0769	1.2727	7.6220	Canis_familiaris.ENSCAFP00000041313, Ciona_intestinalis.ENSCINP00000010575, Tetraodon_nigroviridis.ENSTNIP00000018720, Tetraodon_nigroviridis.ENSTNIP00000022495, Tetraodon_nigroviridis.ENSTNIP00000015252, Danio_rerio.ENSDARP00000007932, Pan_troglodytes.ENSPTRP00000067285, Canis_familiaris.ENSCAFP00000012034, Mus_musculus.ENSMUSP00000155337, Mus_musculus.ENSMUSP00000105240, Monodelphis_domestica.ENSMODP00000034167, Canis_familiaris.ENSCAFP00000006614, Pan_troglodytes.ENSPTRP00000090674, Monodelphis_domestica.ENSMODP00000019696, Danio_rerio.ENSDARP00000123935, Tetraodon_nigroviridis.ENSTNIP00000006548, Rattus_norvegicus.ENSRNOP00000026451, Mus_musculus.ENSMUSP00000125718, Danio_rerio.ENSDARP00000141147, Homo_sapiens.ENSP00000428280, Mus_musculus.ENSMUSP00000073803, Danio_rerio.ENSDARP00000056104, Homo_sapiens.ENSP00000272371, Monodelphis_domestica.ENSMODP00000002121, Gallus_gallus.ENSGALP00000026707, Pan_troglodytes.ENSPTRP00000065303, Rattus_norvegicus.ENSRNOP00000074490, Rattus_norvegicus.ENSRNOP00000032894, Gallus_gallus.ENSGALP00000050711
RefOG063	10	21	2.1	0.295	69	394	122	105	0.0309	1.3898	11.8013	Rattus_norvegicus.ENSRNOP00000024519, Monodelphis_domestica.ENSMODP00000057432, Mus_musculus.ENSMUSP00000060617, Gallus_gallus.ENSGALP00000069911, Tetraodon_nigroviridis.ENSTNIP00000018181, Drosophila_melanogaster.FBpp0072926, Danio_rerio.ENSDARP00000103772, Gallus_gallus.ENSGALP00000012612, Danio_rerio.ENSDARP00000108683, Canis_familiaris.ENSCAFP00000047793, Homo_sapiens.ENSP00000295619, Homo_sapiens.ENSP00000271331, Tetraodon_nigroviridis.ENSTNIP00000010162, Pan_troglodytes.ENSPTRP00000072428, Danio_rerio.ENSDARP00000152992, Pan_troglodytes.ENSPTRP00000001873, Monodelphis_domestica.ENSMODP00000056064, Tetraodon_nigroviridis.ENSTNIP00000006119, Rattus_norvegicus.ENSRNOP00000015058, Canis_familiaris.ENSCAFP00000029286, Mus_musculus.ENSMUSP00000032152
RefOG034	10	21	2.1	0.0888	275	459	288	277	0.1052	1.3022	3.5511	Ciona_intestinalis.ENSCINP00000030937, Pan_troglodytes.ENSPTRP00000023898, Mus_musculus.ENSMUSP00000147517, Gallus_gallus.ENSGALP00000064702, Rattus_norvegicus.ENSRNOP00000051107, Monodelphis_domestica.ENSMODP00000044951, Rattus_norvegicus.ENSRNOP00000073686, Pan_troglodytes.ENSPTRP00000023900, Mus_musculus.ENSMUSP00000049394, Canis_familiaris.ENSCAFP00000014164, Danio_rerio.ENSDARP00000024104, Monodelphis_domestica.ENSMODP00000037994, Danio_rerio.ENSDARP00000132762, Mus_musculus.ENSMUSP00000047712, Rattus_norvegicus.ENSRNOP00000043385, Canis_familiaris.ENSCAFP00000021331, Tetraodon_nigroviridis.ENSTNIP00000012764, Homo_sapiens.ENSP00000290354, Rattus_norvegicus.ENSRNOP00000002310, Monodelphis_domestica.ENSMODP00000043880, Homo_sapiens.ENSP00000290349
RefOG052	10	15	1.5	0.1997	205	967	740	815	0.0811	1.2352	5.5920	Danio_rerio.ENSDARP00000119088, Rattus_norvegicus.ENSRNOP00000051102, Pan_troglodytes.ENSPTRP00000001807, Tetraodon_nigroviridis.ENSTNIP00000010080, Monodelphis_domestica.ENSMODP00000002515, Canis_familiaris.ENSCAFP00000048566, Homo_sapiens.ENSP00000256637, Danio_rerio.ENSDARP00000073048, Tetraodon_nigroviridis.ENSTNIP00000013946, Mus_musculus.ENSMUSP00000123564, Tetraodon_nigroviridis.ENSTNIP00000018191, Danio_rerio.ENSDARP00000025601, Ciona_intestinalis.ENSCINP00000033251, Danio_rerio.ENSDARP00000131691, Gallus_gallus.ENSGALP00000066916
RefOG018	10	12	1.2	0.207	64	104	79	72	0.0000	0.6810	4.5547	Danio_rerio.ENSDARP00000030382, Pan_troglodytes.ENSPTRP00000087708, Pan_troglodytes.ENSPTRP00000081578, Gallus_gallus.ENSGALP00000015826, Canis_familiaris.ENSCAFP00000055410, Rattus_norvegicus.ENSRNOP00000013841, Canis_familiaris.ENSCAFP00000051064, Tetraodon_nigroviridis.ENSTNIP00000020914, Caenorhabditis_elegans.WBGene00022492.1, Ciona_intestinalis.ENSCINP00000032129, Drosophila_melanogaster.FBpp0079031, Mus_musculus.ENSMUSP00000040741
RefOG065	10	10	1.0	0.3245	566	2566	2191	2540	0.0000	1.3727	5.8413	Homo_sapiens.ENSP00000251119, Gallus_gallus.ENSGALP00000041587, Tetraodon_nigroviridis.ENSTNIP00000021844, Drosophila_melanogaster.FBpp0112209, Rattus_norvegicus.ENSRNOP00000074087, Danio_rerio.ENSDARP00000115049, Pan_troglodytes.ENSPTRP00000010969, Monodelphis_domestica.ENSMODP00000056797, Mus_musculus.ENSMUSP00000021547, Canis_familiaris.ENSCAFP00000052108
RefOG059	10	10	1.0	0.1531	1250	1341	1298	1298	0.0670	1.8797	2.7564	Canis_familiaris.ENSCAFP00000057847, Rattus_norvegicus.ENSRNOP00000001051, Homo_sapiens.ENSP00000275159, Danio_rerio.ENSDARP00000122813, Tetraodon_nigroviridis.ENSTNIP00000022344, Ciona_intestinalis.ENSCINP00000014439, Mus_musculus.ENSMUSP00000097328, Monodelphis_domestica.ENSMODP00000046619, Gallus_gallus.ENSGALP00000023954, Pan_troglodytes.ENSPTRP00000093050
RefOG007	9	57	6.3333	0.319	309	3080	923	693	0.0128	1.8869	35.7257	Danio_rerio.ENSDARP00000155319, Tetraodon_nigroviridis.ENSTNIP00000012908, Monodelphis_domestica.ENSMODP00000017522, Tetraodon_nigroviridis.ENSTNIP00000002924, Mus_musculus.ENSMUSP00000137520, Homo_sapiens.ENSP00000369198, Mus_musculus.ENSMUSP00000158717, Tetraodon_nigroviridis.ENSTNIP00000016620, Danio_rerio.ENSDARP00000115692, Homo_sapiens.ENSP00000456794, Monodelphis_domestica.ENSMODP00000060486, Canis_familiaris.ENSCAFP00000052220, Rattus_norvegicus.ENSRNOP00000029263, Gallus_gallus.ENSGALP00000050330, Rattus_norvegicus.ENSRNOP00000071610, Mus_musculus.ENSMUSP00000116634, Homo_sapiens.ENSP00000356581, Monodelphis_domestica.ENSMODP00000017533, Pan_troglodytes.ENSPTRP00000092276, Gallus_gallus.ENSGALP00000022368, Danio_rerio.ENSDARP00000154795, Tetraodon_nigroviridis.ENSTNIP00000013030, Monodelphis_domestica.ENSMODP00000021319, Canis_familiaris.ENSCAFP00000016093, Danio_rerio.ENSDARP00000060709, Rattus_norvegicus.ENSRNOP00000039239, Mus_musculus.ENSMUSP00000108019, Danio_rerio.ENSDARP00000124010, Canis_familiaris.ENSCAFP00000012793, Homo_sapiens.ENSP00000332900, Mus_musculus.ENSMUSP00000132628, Pan_troglodytes.ENSPTRP00000072301, Danio_rerio.ENSDARP00000120943, Danio_rerio.ENSDARP00000142495, Tetraodon_nigroviridis.ENSTNIP00000021388, Tetraodon_nigroviridis.ENSTNIP00000019961, Mus_musculus.ENSMUSP00000051079, Gallus_gallus.ENSGALP00000049008, Canis_familiaris.ENSCAFP00000012769, Tetraodon_nigroviridis.ENSTNIP00000007341, Gallus_gallus.ENSGALP00000001725, Gallus_gallus.ENSGALP00000010309, Monodelphis_domestica.ENSMODP00000051618, Pan_troglodytes.ENSPTRP00000054569, Pan_troglodytes.ENSPTRP00000084092, Tetraodon_nigroviridis.ENSTNIP00000013027, Danio_rerio.ENSDARP00000101005, Homo_sapiens.ENSP00000290823, Danio_rerio.ENSDARP00000107322, Homo_sapiens.ENSP00000377699, Danio_rerio.ENSDARP00000121957, Pan_troglodytes.ENSPTRP00000042713, Canis_familiaris.ENSCAFP00000012785, Rattus_norvegicus.ENSRNOP00000020062, Pan_troglodytes.ENSPTRP00000041054, Canis_familiaris.ENSCAFP00000050615, Rattus_norvegicus.ENSRNOP00000057982
RefOG058	9	50	5.5556	0.3488	89	1337	424	408	0.0202	3.0155	34.1812	Tetraodon_nigroviridis.ENSTNIP00000001044, Canis_familiaris.ENSCAFP00000053085, Rattus_norvegicus.ENSRNOP00000071012, Danio_rerio.ENSDARP00000110027, Mus_musculus.ENSMUSP00000025691, Pan_troglodytes.ENSPTRP00000034376, Mus_musculus.ENSMUSP00000054938, Mus_musculus.ENSMUSP00000116742, Homo_sapiens.ENSP00000310263, Mus_musculus.ENSMUSP00000119790, Monodelphis_domestica.ENSMODP00000022511, Pan_troglodytes.ENSPTRP00000068497, Homo_sapiens.ENSP00000498466, Homo_sapiens.ENSP00000162749, Pan_troglodytes.ENSPTRP00000088261, Rattus_norvegicus.ENSRNOP00000052331, Mus_musculus.ENSMUSP00000075018, Pan_troglodytes.ENSPTRP00000066030, Gallus_gallus.ENSGALP00000071222, Rattus_norvegicus.ENSRNOP00000002443, Mus_musculus.ENSMUSP00000025706, Gallus_gallus.ENSGALP00000071352, Danio_rerio.ENSDARP00000012354, Tetraodon_nigroviridis.ENSTNIP00000019530, Canis_familiaris.ENSCAFP00000023091, Gallus_gallus.ENSGALP00000043230, Tetraodon_nigroviridis.ENSTNIP00000001175, Tetraodon_nigroviridis.ENSTNIP00000002572, Homo_sapiens.ENSP00000276431, Homo_sapiens.ENSP00000367013, Mus_musculus.ENSMUSP00000022663, Rattus_norvegicus.ENSRNOP00000025928, Pan_troglodytes.ENSPTRP00000072563, Gallus_gallus.ENSGALP00000049756, Rattus_norvegicus.ENSRNOP00000071406, Pan_troglodytes.ENSPTRP00000034377, Danio_rerio.ENSDARP00000074016, Danio_rerio.ENSDARP00000143967, Danio_rerio.ENSDARP00000107373, Canis_familiaris.ENSCAFP00000055029, Canis_familiaris.ENSCAFP00000062480, Gallus_gallus.ENSGALP00000010331, Rattus_norvegicus.ENSRNOP00000042371, Homo_sapiens.ENSP00000349324, Pan_troglodytes.ENSPTRP00000089305, Mus_musculus.ENSMUSP00000032491, Tetraodon_nigroviridis.ENSTNIP00000010862, Gallus_gallus.ENSGALP00000039128, Homo_sapiens.ENSP00000221132, Monodelphis_domestica.ENSMODP00000011508
RefOG035	9	32	3.5556	0.1248	145	2327	1995	2261	0.0957	1.0544	7.7376	Tetraodon_nigroviridis.ENSTNIP00000014255, Gallus_gallus.ENSGALP00000047036, Homo_sapiens.ENSP00000263094, Homo_sapiens.ENSP00000359245, Mus_musculus.ENSMUSP00000128121, Gallus_gallus.ENSGALP00000009224, Mus_musculus.ENSMUSP00000030010, Danio_rerio.ENSDARP00000132417, Gallus_gallus.ENSGALP00000024845, Tetraodon_nigroviridis.ENSTNIP00000009502, Canis_familiaris.ENSCAFP00000052429, Tetraodon_nigroviridis.ENSTNIP00000011588, Tetraodon_nigroviridis.ENSTNIP00000001889, Danio_rerio.ENSDARP00000143169, Danio_rerio.ENSDARP00000123162, Homo_sapiens.ENSP00000363868, Pan_troglodytes.ENSPTRP00000062840, Danio_rerio.ENSDARP00000103740, Tetraodon_nigroviridis.ENSTNIP00000017917, Danio_rerio.ENSDARP00000113256, Rattus_norvegicus.ENSRNOP00000024564, Canis_familiaris.ENSCAFP00000004971, Rattus_norvegicus.ENSRNOP00000017878, Mus_musculus.ENSMUSP00000013995, Tetraodon_nigroviridis.ENSTNIP00000009116, Pan_troglodytes.ENSPTRP00000063044, Monodelphis_domestica.ENSMODP00000005823, Rattus_norvegicus.ENSRNOP00000063805, Monodelphis_domestica.ENSMODP00000020336, Pan_troglodytes.ENSPTRP00000062700, Canis_familiaris.ENSCAFP00000029034, Danio_rerio.ENSDARP00000051555
